2840D63,8D0
5030D62,11D30
4610D16,11D30
4330D23,12D30
3150D37,1D25
2300D86,11D75
2800D45,12D25
4350D80,12D30
3620D63,2D50
5090D42,8D75
3950D83,1D75
3190D59,8D0
2490D10,12D0
2270D99,8D75
3180D8,11D50
3910D11,9D50
3080D55,8D75
4420D74,12D0
3680D93,9D25
4700D22,3D75
3410D42,9D30
4540D57,7D50
3330D24,12D50
3800D8,2D30
2800D52,7D30
2450D74,8D0
4530D93,9D30
4630D20,4D75
4290D66,1D0
2110D27,2D60
4400D55,7D75
4020D18,9D50
4910D81,7D75
2160D18,4D30
4360D38,5D25
3260D98,7D25
5180D94,7D50
2240D94,6D0
4220D97,4D50
2610D32,6D30
5070D63,12D50
4860D29,10D30
3110D42,11D30
3260D14,4D75
1570D61,6D75
4860D3,6D50
3250D95,3D25
5210D4,6D50
3680D15,10D30
3770D87,11D75
5020D25,2D0
3880D41,6D30
1900D46,2D60
3560D71,4D50
5020D62,5D60
1680D46,7D0
4180D80,5D50
5200D71,1D75
3910D64,7D60
3520D30,11D60
2290D32,9D60
3660D52,8D60
5290D73,6D0
2900D68,11D0
2800D71,6D30
3270D25,3D30
4720D17,12D75
2010D24,3D0
2550D35,7D30
4140D48,5D75
5460D25,6D60
2080D37,4D60
4110D78,4D75
3520D17,1D30
1510D20,7D25
2740D27,1D30
3880D3,1D50
1740D8,11D25
3650D58,5D25
4740D78,11D60
2530D71,3D25
4610D31,12D0
4380D91,10D50
1910D40,10D25
2280D16,8D50
5310D96,10D0
5400D51,1D60
2120D41,10D25
2620D14,10D50
3190D17,11D25
3430D74,7D30
4210D60,9D60
2460D18,9D30
2340D79,3D75
3510D44,8D0
2630D18,7D60
4260D68,2D60
1960D79,3D0
2800D63,3D50
2290D93,7D25
2310D79,3D25
5430D41,1D30
5350D40,7D25
2220D87,6D25
3650D58,12D50
2500D7,10D75
3510D76,4D0
4440D39,4D25
4720D90,11D75
3530D34,3D25
2620D76,4D0
2280D46,4D0
1690D86,6D60
4630D79,2D0
3110D28,12D25
3450D8,3D75
2470D98,7D30
3680D98,7D30
2160D86,7D25
2260D66,5D0
3050D16,9D75
4530D26,10D60
4500D58,1D0
4520D82,3D60
2950D31,1D25
4020D4,10D0
1610D64,7D75
4010D85,3D25
4630D23,3D25
4560D12,7D75
3750D81,12D75
4470D49,3D0
4240D58,7D50
3610D65,11D0
4320D47,12D30
2120D41,12D30
1560D38,6D30
3760D16,8D25
5110D30,11D50
3550D56,9D0
1600D53,6D0
1740D57,4D60
4210D77,6D30
2880D33,9D30
1560D32,3D30
2680D10,11D0
4870D6,10D50
2800D2,11D0
3890D55,5D60
4140D62,10D50
2680D67,8D0
1810D51,6D50
3400D90,7D60
2530D33,8D50
5120D39,3D30
2570D64,8D0
2110D68,1D30
3950D77,7D25
5340D39,4D0
2140D76,11D75
1840D5,5D0
3580D82,11D0
1890D3,7D50
2670D98,12D50
4360D16,2D0
4750D56,3D50
1650D56,2D25
4070D57,12D75
4770D36,12D75
2810D9,4D75
2020D6,7D50
5000D6,1D30
2710D60,8D50
4200D45,7D0
5230D91,11D75
2600D84,6D30
5160D28,10D0
1600D58,3D60
4490D73,4D50
2960D96,9D30
2430D46,2D0
5160D18,9D75
3320D69,3D75
4330D61,11D30
4250D26,11D25
4590D25,9D75
4260D71,11D25
4060D77,10D30
3150D50,4D0
4720D98,10D25
2930D32,9D75
3560D81,3D50
4780D74,4D75
2460D73,2D30
3750D42,11D25
3060D13,1D50
4180D84,4D60
3970D1,11D30
2410D86,5D25
3000D90,1D50
1850D49,9D30
4430D72,1D75
3170D43,9D0
2350D33,8D25
4390D72,5D50
3090D6,8D0
4280D65,5D30
3080D98,12D0
2440D39,7D30
2500D89,2D30
2610D71,5D0
4270D20,9D50
2310D75,5D30
4190D53,5D0
3430D7,4D50
4700D83,11D60
3170D18,5D0
3050D95,1D75
2540D48,6D0
3890D2,5D25
5200D94,4D0
2240D86,5D30
1900D28,8D25
4430D79,4D25
5160D85,2D60
2000D47,8D0
4720D0,2D0
3380D23,10D50
4670D79,9D60
2020D34,9D0
3980D83,12D0
2880D71,10D30
2360D92,10D60
2570D7,6D60
1680D1,6D75
1520D38,9D60
4940D67,8D30
4070D81,2D60
3940D88,9D30
4380D65,10D75
4760D77,11D30
4250D12,8D25
5320D91,11D25
2370D56,7D50
3560D50,10D0
1910D27,6D0
3580D77,4D25
5310D79,4D50
3060D9,3D30
2130D99,8D75
1820D58,4D50
1520D4,9D30
1830D70,3D75
4660D16,6D0
3730D66,9D60
2040D98,2D0
1690D6,3D50
2170D52,12D0
1580D40,7D0
3880D80,10D75
4090D3,3D60
2520D3,1D75
1520D79,8D0
3200D41,5D75
4910D32,7D0
2210D39,3D25
1690D63,12D50
4040D16,3D0
4920D46,10D30
3560D88,5D30
1860D96,6D75
3530D5,3D50
2190D75,4D0
5360D93,8D75
1570D35,12D25
2110D82,11D0
3990D13,5D0
4180D28,4D50
3680D7,1D50
4180D71,12D75
1660D78,3D0
4700D80,5D25
1850D27,9D0
4950D15,9D0
1520D28,11D30
1800D8,9D30
4680D16,8D60
5300D63,7D75
2600D37,9D75
4540D83,2D60
3920D57,1D0
4540D12,10D75
1850D87,5D50
3910D40,5D75
4590D74,9D75
4810D0,8D50
4040D16,3D50
2850D74,12D75
4180D14,2D25
5170D13,2D25
4380D80,6D75
2440D11,8D0
4500D34,10D50
3160D95,10D75
2840D81,6D50
3480D86,5D50
4780D22,2D75
